doi,title,author,publisher,created,has_replication
http://dx.doi.org/10.1111/jofi.12881,['Report of the Editor of\n            The Journal of Finance\n            for the Year 2019'],"[{'given': 'STEFAN', 'family': 'NAGEL', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 3, 9]], 'date-time': '2020-03-09T12:51:25Z', 'timestamp': 1583758285000}",False
http://dx.doi.org/10.1111/jofi.12356,['Risk Overhang and Loan Portfolio Decisions: Small Business Loan Supply before and during the Financial Crisis'],"[{'given': 'ROBERT', 'family': 'DEYOUNG', 'sequence': 'first', 'affiliation': []}, {'given': 'ANNE', 'family': 'GRON', 'sequence': 'additional', 'affiliation': []}, {'given': 'GӦKHAN', 'family': 'TORNA', 'sequence': 'additional', 'affiliation': []}, {'given': 'ANDREW', 'family': 'WINTON', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2015, 9, 4]], 'date-time': '2015-09-04T09:47:57Z', 'timestamp': 1441360077000}",False
http://dx.doi.org/10.1111/jofi.12244,['Wall Street Occupations'],"[{'given': 'ULF', 'family': 'AXELSON', 'sequence': 'first', 'affiliation': []}, {'given': 'PHILIP', 'family': 'BOND', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2015, 2, 3]], 'date-time': '2015-02-03T07:42:44Z', 'timestamp': 1422949364000}",False
http://dx.doi.org/10.1111/jofi.12855,['Robust Inference for Consumption‐Based Asset Pricing'],"[{'given': 'FRANK', 'family': 'KLEIBERGEN', 'sequence': 'first', 'affiliation': []}, {'given': 'ZHAOGUO', 'family': 'ZHAN', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 10, 21]], 'date-time': '2019-10-21T04:59:53Z', 'timestamp': 1571633993000}",False
http://dx.doi.org/10.1111/jofi.12176,['Report of the Executive Secretary and Treasurer'],"[{'given': 'Jim', 'family': 'Schallheim', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2014, 7, 18]], 'date-time': '2014-07-18T15:56:13Z', 'timestamp': 1405698973000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01569.x,['Presidential Address: Asset Price Dynamics with Slow-Moving Capital'],"[{'given': 'DARRELL', 'family': 'DUFFIE', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2010, 7, 15]], 'date-time': '2010-07-15T21:31:43Z', 'timestamp': 1279229503000}",False
http://dx.doi.org/10.1111/jofi.12544,['Why Does Return Predictability Concentrate in Bad Times?'],"[{'given': 'JULIEN', 'family': 'CUJEAN', 'sequence': 'first', 'affiliation': []}, {'given': 'MICHAEL', 'family': 'HASLER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2017, 8, 1]], 'date-time': '2017-08-01T09:57:23Z', 'timestamp': 1501581443000}",False
http://dx.doi.org/10.1111/jofi.12996,"['Mutual Fund Holdings of Credit Default Swaps: Liquidity, Yield, and Risk']","[{'given': 'WEI', 'family': 'JIANG', 'sequence': 'first', 'affiliation': []}, {'given': 'JITAO', 'family': 'OU', 'sequence': 'additional', 'affiliation': []}, {'given': 'ZHONGYAN', 'family': 'ZHU', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 12, 4]], 'date-time': '2020-12-04T15:47:01Z', 'timestamp': 1607096821000}",False
http://dx.doi.org/10.1111/jofi.12138,['Thirty Years of Shareholder Rights and Firm Value'],"[{'given': 'MARTIJN', 'family': 'CREMERS', 'sequence': 'first', 'affiliation': []}, {'given': 'ALLEN', 'family': 'FERRELL', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2014, 1, 8]], 'date-time': '2014-01-08T17:44:50Z', 'timestamp': 1389203090000}",False
http://dx.doi.org/10.1111/jofi.12824,['A Note on “Risk Reduction in Large Portfolios: Why Imposing the Wrong Constraints Helps”'],"[{'given': 'RAVI', 'family': 'JAGANNATHAN', 'sequence': 'first', 'affiliation': []}, {'given': 'TONGSHU', 'family': 'MA', 'sequence': 'additional', 'affiliation': []}, {'given': 'JIAQI', 'family': 'ZHANG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 7, 2]], 'date-time': '2019-07-02T09:51:06Z', 'timestamp': 1562061066000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01740.x,['Decoding Inside Information'],"[{'given': 'LAUREN', 'family': 'COHEN', 'sequence': 'first', 'affiliation': []}, {'given': 'CHRISTOPHER', 'family': 'MALLOY', 'sequence': 'additional', 'affiliation': []}, {'given': 'LUKASZ', 'family': 'POMORSKI', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 5, 21]], 'date-time': '2012-05-21T19:04:40Z', 'timestamp': 1337627080000}",False
http://dx.doi.org/10.1111/jofi.12952,"['No Job, No Money, No Refi: Frictions to Refinancing in a Recession']","[{'given': 'ANTHONY A.', 'family': 'DEFUSCO', 'sequence': 'first', 'affiliation': []}, {'given': 'JOHN', 'family': 'MONDRAGON', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 6, 2]], 'date-time': '2020-06-02T06:02:16Z', 'timestamp': 1591077736000}",False
http://dx.doi.org/10.1111/jofi.12043,['Informed Trading through the Accounts of Children'],"[{'given': 'HENK', 'family': 'BERKMAN', 'sequence': 'first', 'affiliation': []}, {'given': 'PAUL D.', 'family': 'KOCH', 'sequence': 'additional', 'affiliation': []}, {'given': 'P. JOAKIM', 'family': 'WESTERHOLM', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2013, 3, 19]], 'date-time': '2013-03-19T09:32:58Z', 'timestamp': 1363685578000}",False
http://dx.doi.org/10.1111/jofi.12235,['Size Anomalies in U.S. Bank Stock Returns'],"[{'given': 'PRIYANK', 'family': 'GANDHI', 'sequence': 'first', 'affiliation': []}, {'given': 'HANNO', 'family': 'LUSTIG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2014, 12, 9]], 'date-time': '2014-12-09T01:12:53Z', 'timestamp': 1418087573000}",False
http://dx.doi.org/10.1111/jofi.12949,['The Banking View of Bond Risk Premia'],"[{'given': 'VALENTIN', 'family': 'HADDAD', 'sequence': 'first', 'affiliation': []}, {'given': 'DAVID', 'family': 'SRAER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 5, 20]], 'date-time': '2020-05-20T11:06:20Z', 'timestamp': 1589972780000}",False
http://dx.doi.org/10.1111/jofi.12035,['Pricing Model Performance and the Two-Pass Cross-Sectional Regression Methodology'],"[{'given': 'RAYMOND', 'family': 'KAN', 'sequence': 'first', 'affiliation': []}, {'given': 'CESARE', 'family': 'ROBOTTI', 'sequence': 'additional', 'affiliation': []}, {'given': 'JAY', 'family': 'SHANKEN', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2013, 2, 15]], 'date-time': '2013-02-15T17:37:34Z', 'timestamp': 1360949854000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01754.x,"['Real Options, Volatility, and Stock Returns']","[{'given': 'GUSTAVO', 'family': 'GRULLON', 'sequence': 'first', 'affiliation': []}, {'given': 'EVGENY', 'family': 'LYANDRES', 'sequence': 'additional', 'affiliation': []}, {'given': 'ALEXEI', 'family': 'ZHDANOV', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 7, 20]], 'date-time': '2012-07-20T22:14:54Z', 'timestamp': 1342822494000}",False
http://dx.doi.org/10.1111/jofi.12833,['Diagnostic Expectations and Stock Returns'],"[{'given': 'PEDRO', 'family': 'BORDALO', 'sequence': 'first', 'affiliation': []}, {'given': 'NICOLA', 'family': 'GENNAIOLI', 'sequence': 'additional', 'affiliation': []}, {'given': 'RAFAEL LA', 'family': 'PORTA', 'sequence': 'additional', 'affiliation': []}, {'given': 'ANDREI', 'family': 'SHLEIFER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 7, 6]], 'date-time': '2019-07-06T11:50:45Z', 'timestamp': 1562413845000}",False
http://dx.doi.org/10.1111/jofi.12689,['The Dynamics of Financially Constrained Arbitrage'],"[{'given': 'DENIS', 'family': 'GROMB', 'sequence': 'first', 'affiliation': []}, {'given': 'DIMITRI', 'family': 'VAYANOS', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 5, 9]], 'date-time': '2018-05-09T12:47:09Z', 'timestamp': 1525870029000}",False
http://dx.doi.org/10.1111/jofi.12139,"['CEO Ownership, Stock Market Performance, and Managerial Discretion']","[{'given': 'ULF VON', 'family': 'LILIENFELD-TOAL', 'sequence': 'first', 'affiliation': []}, {'given': 'STEFAN', 'family': 'RUENZI', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2014, 1, 8]], 'date-time': '2014-01-08T17:44:50Z', 'timestamp': 1389203090000}",False
http://dx.doi.org/10.1111/j.1540-6261.2011.01707.x,['Political Uncertainty and Corporate Investment Cycles'],"[{'given': 'BRANDON', 'family': 'JULIO', 'sequence': 'first', 'affiliation': []}, {'given': 'YOUNGSUK', 'family': 'YOOK', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 1, 17]], 'date-time': '2012-01-17T22:08:41Z', 'timestamp': 1326838121000}",False
http://dx.doi.org/10.1111/jofi.12974,['A Dynamic Model of Optimal Creditor Dispersion'],"[{'given': 'HONGDA', 'family': 'ZHONG', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 9, 24]], 'date-time': '2020-09-24T11:02:17Z', 'timestamp': 1600945337000}",False
http://dx.doi.org/10.1111/jofi.12743,['Stockholders’ Unrealized Returns and the Market Reaction to Financial Disclosures'],"[{'given': 'ERIC', 'family': 'WEISBROD', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 12, 13]], 'date-time': '2018-12-13T09:23:59Z', 'timestamp': 1544693039000}",False
http://dx.doi.org/10.1111/jofi.12701,['Rankings and Risk-Taking in the Finance Industry'],"[{'given': 'MICHAEL', 'family': 'KIRCHLER', 'sequence': 'first', 'affiliation': []}, {'given': 'FLORIAN', 'family': 'LINDNER', 'sequence': 'additional', 'affiliation': []}, {'given': 'UTZ', 'family': 'WEITZEL', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 6, 19]], 'date-time': '2018-06-19T19:09:23Z', 'timestamp': 1529435363000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01775.x,['Incomplete-Market Equilibria Solved Recursively on an Event Tree'],"[{'given': 'BERNARD', 'family': 'DUMAS', 'sequence': 'first', 'affiliation': []}, {'given': 'ANDREW', 'family': 'LYASOFF', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 9, 12]], 'date-time': '2012-09-12T21:26:10Z', 'timestamp': 1347485170000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01779.x,['On the Relative Pricing of Long-Maturity Index Options and Collateralized Debt Obligations'],"[{'given': 'PIERRE', 'family': 'COLLIN-DUFRESNE', 'sequence': 'first', 'affiliation': []}, {'given': 'ROBERT S.', 'family': 'GOLDSTEIN', 'sequence': 'additional', 'affiliation': []}, {'given': 'FAN', 'family': 'YANG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 11, 19]], 'date-time': '2012-11-19T21:47:49Z', 'timestamp': 1353361669000}",False
http://dx.doi.org/10.1111/jofi.2017.72.issue-1,[],,Wiley,"{'date-parts': [[2019, 4, 5]], 'date-time': '2019-04-05T15:56:33Z', 'timestamp': 1554479793000}",False
http://dx.doi.org/10.1111/jofi.12695,['An Experimental Study of Bond Market Pricing'],"[{'given': 'MATTHIAS', 'family': 'WEBER', 'sequence': 'first', 'affiliation': []}, {'given': 'JOHN', 'family': 'DUFFY', 'sequence': 'additional', 'affiliation': []}, {'given': 'ARTHUR', 'family': 'SCHRAM', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 5, 10]], 'date-time': '2018-05-10T15:56:27Z', 'timestamp': 1525967787000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01726.x,['Selective Publicity and Stock Prices'],"[{'given': 'DAVID H.', 'family': 'SOLOMON', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 3, 29]], 'date-time': '2012-03-29T14:28:35Z', 'timestamp': 1333031315000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01617.x,['Leverage Choice and Credit Spreads when Managers Risk Shift'],"[{'given': 'MURRAY', 'family': 'CARLSON', 'sequence': 'first', 'affiliation': []}, {'given': 'ALI', 'family': 'LAZRAK', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2010, 11, 9]], 'date-time': '2010-11-09T18:22:57Z', 'timestamp': 1289326977000}",False
http://dx.doi.org/10.1111/jofi.12619,['What Makes a Good Trader? On the Role of Intuition and Reflection on Trader Performance'],"[{'given': 'BRICE', 'family': 'CORGNET', 'sequence': 'first', 'affiliation': []}, {'given': 'MARK', 'family': 'DESANTIS', 'sequence': 'additional', 'affiliation': []}, {'given': 'DAVID', 'family': 'PORTER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 2, 16]], 'date-time': '2018-02-16T11:23:17Z', 'timestamp': 1518780197000}",False
http://dx.doi.org/10.1111/jofi.12601,['Short-Selling Risk'],"[{'given': 'JOSEPH E.', 'family': 'ENGELBERG', 'sequence': 'first', 'affiliation': []}, {'given': 'ADAM V.', 'family': 'REED', 'sequence': 'additional', 'affiliation': []}, {'given': 'MATTHEW C.', 'family': 'RINGGENBERG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2017, 12, 16]], 'date-time': '2017-12-16T21:35:35Z', 'timestamp': 1513460135000}",False
http://dx.doi.org/10.1111/jofi.12131,['Risk Premiums in Dynamic Term Structure Models with Unspanned Macro Risks'],"[{'given': 'SCOTT', 'family': 'JOSLIN', 'sequence': 'first', 'affiliation': []}, {'given': 'MARCEL', 'family': 'PRIEBSCH', 'sequence': 'additional', 'affiliation': []}, {'given': 'KENNETH J.', 'family': 'SINGLETON', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2014, 2, 26]], 'date-time': '2014-02-26T20:48:02Z', 'timestamp': 1393447682000}",False
http://dx.doi.org/10.1111/jofi.12966,['Local Crowding‐Out in China'],"[{'given': 'YI', 'family': 'HUANG', 'sequence': 'first', 'affiliation': []}, {'given': 'MARCO', 'family': 'PAGANO', 'sequence': 'additional', 'affiliation': []}, {'given': 'UGO', 'family': 'PANIZZA', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 7, 27]], 'date-time': '2020-07-27T05:36:16Z', 'timestamp': 1595828176000}",False
http://dx.doi.org/10.1111/jofi.12843,['Tax‐Efficient Asset Management: Evidence from Equity Mutual Funds'],"[{'given': 'CLEMENS', 'family': 'SIALM', 'sequence': 'first', 'affiliation': []}, {'given': 'HANJIANG', 'family': 'ZHANG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 10, 11]], 'date-time': '2019-10-11T06:53:06Z', 'timestamp': 1570776786000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01570.x,['Disagreement and Learning: Dynamic Patterns of Trade'],"[{'given': 'SNEHAL', 'family': 'BANERJEE', 'sequence': 'first', 'affiliation': []}, {'given': 'ILAN', 'family': 'KREMER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2010, 7, 15]], 'date-time': '2010-07-15T21:31:43Z', 'timestamp': 1279229503000}",False
http://dx.doi.org/10.1111/jofi.12730,['Investment and the Cross‐Section of Equity Returns'],"[{'given': 'GIAN LUCA', 'family': 'CLEMENTI', 'sequence': 'first', 'affiliation': []}, {'given': 'BERARDINO', 'family': 'PALAZZO', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 10, 9]], 'date-time': '2018-10-09T04:24:13Z', 'timestamp': 1539059053000}",False
http://dx.doi.org/10.1111/jofi.12726,['The Impact of Bank Credit on Labor Reallocation and Aggregate Industry Productivity'],"[{'given': 'JOHN JIANQIU', 'family': 'BAI', 'sequence': 'first', 'affiliation': []}, {'given': 'DANIEL', 'family': 'CARVALHO', 'sequence': 'additional', 'affiliation': []}, {'given': 'GORDON M.', 'family': 'PHILLIPS', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2018, 9, 17]], 'date-time': '2018-09-17T09:23:55Z', 'timestamp': 1537176235000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01571.x,['Generalized Disappointment Aversion and Asset Prices'],"[{'given': 'BRYAN R.', 'family': 'ROUTLEDGE', 'sequence': 'first', 'affiliation': []}, {'given': 'STANLEY E.', 'family': 'ZIN', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2010, 7, 15]], 'date-time': '2010-07-15T21:31:43Z', 'timestamp': 1279229503000}",False
http://dx.doi.org/10.1111/jofi.12386,['Worrying about the Stock Market: Evidence from Hospital Admissions'],"[{'given': 'JOSEPH', 'family': 'ENGELBERG', 'sequence': 'first', 'affiliation': []}, {'given': 'CHRISTOPHER A.', 'family': 'PARSONS', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2016, 2, 3]], 'date-time': '2016-02-03T16:05:59Z', 'timestamp': 1454515559000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01574.x,['Sell-Side School Ties'],"[{'given': 'LAUREN', 'family': 'COHEN', 'sequence': 'first', 'affiliation': []}, {'given': 'ANDREA', 'family': 'FRAZZINI', 'sequence': 'additional', 'affiliation': []}, {'given': 'CHRISTOPHER', 'family': 'MALLOY', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2010, 7, 15]], 'date-time': '2010-07-15T21:31:43Z', 'timestamp': 1279229503000}",False
http://dx.doi.org/10.1111/jofi.12909,['Declining Labor and Capital Shares'],"[{'given': 'SIMCHA', 'family': 'BARKAI', 'sequence': 'first', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 4, 27]], 'date-time': '2020-04-27T03:13:57Z', 'timestamp': 1587957237000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01796.x,"['Dynamic Competition, Valuation, and Merger Activity']","[{'given': 'MATTHEW', 'family': 'SPIEGEL', 'sequence': 'first', 'affiliation': []}, {'given': 'HEATHER', 'family': 'TOOKES', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 12, 27]], 'date-time': '2012-12-27T11:48:16Z', 'timestamp': 1356608896000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01769.x,['Are Banks Still Special When There Is a Secondary Market for Loans?'],"[{'given': 'AMAR', 'family': 'GANDE', 'sequence': 'first', 'affiliation': []}, {'given': 'ANTHONY', 'family': 'SAUNDERS', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 9, 12]], 'date-time': '2012-09-12T21:26:10Z', 'timestamp': 1347485170000}",False
http://dx.doi.org/10.1111/jofi.12597,['American Finance Association'],"[{'given': 'David', 'family': 'Hirshleifer', 'sequence': 'first', 'affiliation': [{'name': 'Merage School of Business; University of California; Irvine'}]}]",Wiley,"{'date-parts': [[2018, 1, 12]], 'date-time': '2018-01-12T21:04:59Z', 'timestamp': 1515791099000}",False
http://dx.doi.org/10.1111/jofi.12995,['The Misguided Beliefs of Financial Advisors'],"[{'given': 'JUHANI T.', 'family': 'LINNAINMAA', 'sequence': 'first', 'affiliation': []}, {'given': 'BRIAN T.', 'family': 'MELZER', 'sequence': 'additional', 'affiliation': []}, {'given': 'ALESSANDRO', 'family': 'PREVITERO', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2020, 11, 28]], 'date-time': '2020-11-28T12:03:59Z', 'timestamp': 1606565039000}",False
http://dx.doi.org/10.1111/jofi.12062,['Do Hedge Funds Manipulate Stock Prices?'],"[{'given': 'ITZHAK', 'family': 'BEN-DAVID', 'sequence': 'first', 'affiliation': []}, {'given': 'FRANCESCO', 'family': 'FRANZONI', 'sequence': 'additional', 'affiliation': []}, {'given': 'AUGUSTIN', 'family': 'LANDIER', 'sequence': 'additional', 'affiliation': []}, {'given': 'RABIH', 'family': 'MOUSSAWI', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2013, 5, 13]], 'date-time': '2013-05-13T17:02:05Z', 'timestamp': 1368464525000}",False
http://dx.doi.org/10.1111/j.1540-6261.2011.01679.x,['In Search of Attention'],"[{'given': 'ZHI', 'family': 'DA', 'sequence': 'first', 'affiliation': []}, {'given': 'JOSEPH', 'family': 'ENGELBERG', 'sequence': 'additional', 'affiliation': []}, {'given': 'PENGJIE', 'family': 'GAO', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2011, 9, 24]], 'date-time': '2011-09-24T02:29:43Z', 'timestamp': 1316831383000}",False
http://dx.doi.org/10.1111/jofi.12107,['Are Analysts’ Recommendations Informative? Intraday Evidence on the Impact of Time Stamp Delays'],"[{'given': 'DANIEL', 'family': 'BRADLEY', 'sequence': 'first', 'affiliation': []}, {'given': 'JONATHAN', 'family': 'CLARKE', 'sequence': 'additional', 'affiliation': []}, {'given': 'SUZANNE', 'family': 'LEE', 'sequence': 'additional', 'affiliation': []}, {'given': 'CHAYAWAT', 'family': 'ORNTHANALAI', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2013, 10, 12]], 'date-time': '2013-10-12T01:46:23Z', 'timestamp': 1381542383000}",False
http://dx.doi.org/10.1111/j.1540-6261.2012.01725.x,"[""Don't Believe the Hype: Local Media Slant, Local Advertising, and Firm Value""]","[{'given': 'UMIT G.', 'family': 'GURUN', 'sequence': 'first', 'affiliation': []}, {'given': 'ALEXANDER W.', 'family': 'BUTLER', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2012, 3, 29]], 'date-time': '2012-03-29T14:28:35Z', 'timestamp': 1333031315000}",False
http://dx.doi.org/10.1111/jofi.12101,['Taxes and Corporate Policies: Evidence from a Quasi Natural Experiment'],"[{'given': 'CRAIG', 'family': 'DOIDGE', 'sequence': 'first', 'affiliation': []}, {'given': 'ALEXANDER', 'family': 'DYCK', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2013, 10, 8]], 'date-time': '2013-10-08T14:09:49Z', 'timestamp': 1381241389000}",False
http://dx.doi.org/10.1111/j.1540-6261.2010.01627.x,"['Leverage, Moral Hazard, and Liquidity']","[{'given': 'VIRAL V.', 'family': 'ACHARYA', 'sequence': 'first', 'affiliation': []}, {'given': 'S.', 'family': 'VISWANATHAN', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2015, 9, 24]], 'date-time': '2015-09-24T01:59:03Z', 'timestamp': 1443059943000}",False
http://dx.doi.org/10.1111/jofi.12775,"['Income Hedging, Dynamic Style Preferences, and Return Predictability']","[{'given': 'JAWAD M.', 'family': 'ADDOUM', 'sequence': 'first', 'affiliation': []}, {'given': 'STEFANOS', 'family': 'DELIKOURAS', 'sequence': 'additional', 'affiliation': []}, {'given': 'GEORGE M.', 'family': 'KORNIOTIS', 'sequence': 'additional', 'affiliation': []}, {'given': 'ALOK', 'family': 'KUMAR', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 4, 18]], 'date-time': '2019-04-18T10:40:02Z', 'timestamp': 1555584002000}",False
http://dx.doi.org/10.1111/jofi.12786,"['Corrigendum for Dividend Dynamics, Learning, and Expected Stock Index Returns']","[{'given': 'RAVI', 'family': 'JAGANNATHAN', 'sequence': 'first', 'affiliation': []}, {'given': 'BINYING', 'family': 'LIU', 'sequence': 'additional', 'affiliation': []}, {'given': 'JIAQI', 'family': 'ZHANG', 'sequence': 'additional', 'affiliation': []}]",Wiley,"{'date-parts': [[2019, 5, 31]], 'date-time': '2019-05-31T05:13:33Z', 'timestamp': 1559279613000}",False
