url,icpsr,publication_date,has_replication
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.3,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.13,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.37,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.63,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.85,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.99,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.117,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.141,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.165,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.181,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.195,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.205,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.223,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.13.1.227,,Winter 1999,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.i,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.3,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.19,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.41,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.61,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.87,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.103,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.129,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.143,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.159,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.173,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.189,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.197,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.207,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.213,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.7.2.216,,Spring 1993,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.i,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.3,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.29,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.51,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.73,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.93,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.119,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.139,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.161,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.183,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.203,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.225,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.241,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.24.1.249,,Winter 2010,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.i,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.3,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.25,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.45,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.51,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.73,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.101,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.117,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.133,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.147,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.175,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.183,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.187,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.199,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.2.3.204,,Summer 1988,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.3,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.5,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.29,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.53,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.77,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.99,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.121,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.143,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.169,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.191,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.213,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.223,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.23.2.231,,Spring 2009,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.i,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.3,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.11,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.27,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.49,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.73,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.97,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.119,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.133,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.155,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.175,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.193,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.207,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.217,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.227,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.235,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.241,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.9.4.246,,Fall 1995,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.1,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.3,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.33,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.53,http://doi.org/10.3886/E114022V1,Fall 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.73,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.97,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.121,http://doi.org/10.3886/E114020V1,Fall 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.147,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.173,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.201,http://doi.org/10.3886/E114021V1,Fall 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.227,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.4.241,,Fall 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.i,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.3,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.23,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.45,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.55,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.73,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.95,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.113,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.133,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.153,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.165,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.181,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.191,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.199,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.8.1.207,,Winter 1994,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.i,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.3,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.29,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.49,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.71,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.91,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.115,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.139,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.159,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.185,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.209,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.223,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.239,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.25.1.247,,Winter 2011,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.i,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.3,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.19,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.37,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.55,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.75,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.95,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.105,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.119,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.139,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.159,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.175,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.187,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.195,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.11.3.199,,Summer 1997,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.1,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.3,http://doi.org/10.3886/E114026V1,Winter 2019,True
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.23,http://doi.org/10.3886/E114025V1,Winter 2019,True
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.43,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.61,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.81,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.107,http://doi.org/10.3886/E114023V1,Winter 2019,True
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.131,http://doi.org/10.3886/E114024V1,Winter 2019,True
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.147,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.165,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.185,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.209,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.231,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.33.1.247,,Winter 2019,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.1,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.3,http://doi.org/10.3886/E113951V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.25,http://doi.org/10.3886/E113950V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.53,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.81,http://doi.org/10.3886/E113952V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.107,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.123,http://doi.org/10.3886/E113946V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.151,http://doi.org/10.3886/E113947V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.173,http://doi.org/10.3886/E113948V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.191,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.213,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.239,http://doi.org/10.3886/E113949V1,Spring 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.2.259,,Spring 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.1,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.3,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.9,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.37,http://doi.org/10.3886/E116386V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.61,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.89,http://doi.org/10.3886/E113962V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.113,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.135,http://doi.org/10.3886/E113958V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.155,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.177,http://doi.org/10.3886/E113959V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.199,http://doi.org/10.3886/E113960V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.227,http://doi.org/10.3886/E113961V1,Fall 2015,True
https://www.aeaweb.org/articles?id=10.1257/jep.29.4.245,,Fall 2015,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.i,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.3,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.21,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.35,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.53,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.69,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.89,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.111,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.131,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.151,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.171,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.183,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.191,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.12.3.195,,Summer 1998,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.1.1,,Winter 2018,False
https://www.aeaweb.org/articles?id=10.1257/jep.32.1.3,http://doi.org/10.3886/E116388V1,Winter 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.1.31,http://doi.org/10.3886/E116387V1,Winter 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.1.59,http://doi.org/10.3886/E114007V1,Winter 2018,True
https://www.aeaweb.org/articles?id=10.1257/jep.32.1.81,,Winter 2018,False
